Valeur fonciere,Surface reelle bati,Commune,Code postal,Date mutation,Nature mutation,prix_au_m2,mois,trimestre,categorie_prix,categorie_surface
84000.0,105,YDES,15210,2023-10-10,Vente,800.0,10,4,<100k,80-120 m²
135020.0,94,MONT SAINT MARTIN,54350,2023-12-13,Vente,1436.38,12,4,100k-250k,80-120 m²
183900.0,70,CHAMBERY,73000,2023-07-31,Vente,2627.14,7,3,100k-250k,50-80 m²
350000.0,59,LE CANNET,6110,2023-06-09,Vente,5932.2,6,2,250k-500k,50-80 m²
105000.0,25,MARIGNIER,74970,2023-06-07,Vente,4200.0,6,2,100k-250k,<30 m²
1939750.0,118,PARIS 01,75001,2023-12-08,Vente,16438.56,12,4,>1M,80-120 m²
72000.0,63,CRESSAT,23140,2023-09-22,Vente,1142.86,9,3,<100k,50-80 m²
90000.0,370,CHALETTE-SUR-LOING,45120,2023-01-30,Vente,243.24,1,1,<100k,>120 m²
281720.0,116,CAEN,14000,2023-06-27,Vente,2428.62,6,2,250k-500k,80-120 m²
120000.0,53,MARSEILLE 4EME,13004,2023-09-08,Vente,2264.15,9,3,100k-250k,50-80 m²
95000.0,122,CAMBES,47350,2023-07-13,Vente,778.69,7,3,<100k,>120 m²
178050.0,53,AIX LES BAINS,73100,2023-08-08,Vente,3359.43,8,3,100k-250k,50-80 m²
160000.0,67,DEUIL LA BARRE,95170,2023-08-10,Vente,2388.06,8,3,100k-250k,50-80 m²
325000.0,63,PANTIN,93500,2023-09-26,Vente,5158.73,9,3,250k-500k,50-80 m²
230000.0,75,VILLEBON SUR YVETTE,91140,2023-04-28,Vente,3066.67,4,2,100k-250k,50-80 m²
287100.0,117,SAINT-ROMAIN-EN-VIENNOIS,84110,2023-03-02,Vente,2453.85,3,1,250k-500k,80-120 m²
211100.0,57,MARSEILLE 8EME,13008,2023-10-13,Vente,3703.51,10,4,100k-250k,50-80 m²
105000.0,43,MUIDS,27430,2023-05-22,Vente,2441.86,5,2,100k-250k,30-50 m²
327000.0,71,LE BELLAY-EN-VEXIN,95750,2023-06-29,Vente,4605.63,6,2,250k-500k,50-80 m²
278000.0,100,QUIBERON,56170,2023-09-05,Vente,2780.0,9,3,250k-500k,80-120 m²
